,url,product_name,brands,countries,image_url,image_small_url,energy-kcal_100g,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,categories_tags
1421508,http://world-en.openfoodfacts.org/product/5901356071445/mini-roladki-biszkoptowe-z-nadzieniem-o-smaku-malinowym-20-i-kremem-o-smaku-waniliowym-36-bonitki,Mini roladki biszkoptowe z nadzieniem o smaku malinowym (20%) i kremem o smaku waniliowym (36%).,"Bonitki,Tago",Polska,https://images.openfoodfacts.org/images/products/590/135/607/1445/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/135/607/1445/front_pl.4.200.jpg,468.0,26.0,56.0,39.0,2.8,0.42,"en:snacks,en:sweet-snacks"
1421509,http://world-en.openfoodfacts.org/product/5901356071452/mini-roladki-biszkoptowe-z-nadzieniem-o-smaku-morelowym-20-i-kremem-o-smaku-waniliowym-36-bonitki,Mini roladki biszkoptowe z nadzieniem o smaku morelowym (20%) i kremem o smaku waniliowym (36%).,"Bonitki,Tago",Polska,https://images.openfoodfacts.org/images/products/590/135/607/1452/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/135/607/1452/front_pl.4.200.jpg,451.0,23.0,58.0,42.0,2.7,0.42,"en:snacks,en:sweet-snacks"
1421515,http://world-en.openfoodfacts.org/product/5901359024400/piwo-%C5%BCubr,Piwo ŻUBR,"Żubr,Kampania Piwowarska",Polska,https://images.openfoodfacts.org/images/products/590/135/902/4400/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/135/902/4400/front_pl.4.200.jpg,42.0,,,,,,"en:beverages,en:alcoholic-beverages,en:beers"
1421517,http://world-en.openfoodfacts.org/product/5901359054780/piwo-z-lemoniad%C4%85-o-smaku-mojito-lech,Piwo z lemoniadą o smaku Mojito,Lech,Polska,https://images.openfoodfacts.org/images/products/590/135/905/4780/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/135/905/4780/front_pl.4.200.jpg,35.0,,,,,,"en:beverages,en:alcoholic-beverages,en:beers,pl:pasteryzowane"
1421537,http://world-en.openfoodfacts.org/product/5901363661851/klopsy-w-sosie-pomidorowym-amk,Klopsy w sosie pomidorowym,"AMK,Yabra",Polska,https://images.openfoodfacts.org/images/products/590/136/366/1851/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/136/366/1851/front_pl.4.200.jpg,109.0,3.2,14.16,0.9,6.0,1.05,"en:meals,en:soups"
1421538,http://world-en.openfoodfacts.org/product/5901363661868/pulpety-w-sosie-pomidorowym-amk,Pulpety w sosie pomidorowym,"AMK,Yabra",Polska,https://images.openfoodfacts.org/images/products/590/136/366/1868/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/136/366/1868/front_pl.4.200.jpg,95.0,6.3,6.0,1.1,4.0,1.12,"en:meals,en:soups"
1421539,http://world-en.openfoodfacts.org/product/5901363662353/go%C5%82%C4%85bki-z-kasz%C4%85-gryczan%C4%85-w-sosie-pieczarkowym-yabra,Gołąbki z kaszą gryczaną w sosie pieczarkowym.,Yabra,Polska,https://images.openfoodfacts.org/images/products/590/136/366/2353/front_pl.7.400.jpg,https://images.openfoodfacts.org/images/products/590/136/366/2353/front_pl.7.200.jpg,70.0,3.1,8.6,1.5,2.5,1.02,"en:meals,en:soups"
1421540,http://world-en.openfoodfacts.org/product/5901363662780/zupa-gulaszowa-yabra,Zupa gulaszowa.,Yabra,Polska,https://images.openfoodfacts.org/images/products/590/136/366/2780/front_pl.7.400.jpg,https://images.openfoodfacts.org/images/products/590/136/366/2780/front_pl.7.200.jpg,51.0,1.3,6.0,0.5,3.8,0.8,"en:meals,en:soups"
1421551,http://world-en.openfoodfacts.org/product/5901384501396/zupa-pomidorowa-instant-ajinomoto,Zupa pomidorowa instant,Ajinomoto,Polska,https://images.openfoodfacts.org/images/products/590/138/450/1396/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/138/450/1396/front_pl.4.200.jpg,460.0,20.6,58.7,5.56,9.52,5.43,"en:meals,en:dried-products,en:dried-products-to-be-rehydrated,en:soups,en:dried-meals,en:dehydrated-soups,pl:zupa-instant"
1421554,http://world-en.openfoodfacts.org/product/5901384502768/oyakata-japo%C5%84ski-kurczak-teriyaki-ajinomoto,Oyakata japoński kurczak teriyaki,Ajinomoto,Poland,https://images.openfoodfacts.org/images/products/590/138/450/2768/front_pl.22.400.jpg,https://images.openfoodfacts.org/images/products/590/138/450/2768/front_pl.22.200.jpg,240.0,10.8,29.9,4.0,4.9,1.86,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:meals,en:dried-products,en:dried-products-to-be-rehydrated,en:pastas"
1421587,http://world-en.openfoodfacts.org/product/5901390002221/ser-sa%C5%82atkowy-islos-turek,Ser sałatkowy Islos,"Turek,NaTurek,Islos,Savencia",Poland,https://images.openfoodfacts.org/images/products/590/139/000/2221/front_pl.7.400.jpg,https://images.openfoodfacts.org/images/products/590/139/000/2221/front_pl.7.200.jpg,202.0,,,,,,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:feta-type-cheese"
1421588,http://world-en.openfoodfacts.org/product/5901390002672/blue-niebieski-delikate,Blue niebieski,Delikate,Polska,https://images.openfoodfacts.org/images/products/590/139/000/2672/front_pl.7.400.jpg,https://images.openfoodfacts.org/images/products/590/139/000/2672/front_pl.7.200.jpg,370.0,32.0,1.4,0.6,19.0,2.5,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses"
1421597,http://world-en.openfoodfacts.org/product/5901390112104/nasz-camembert-naturalny-naturek,Nasz camembert naturalny,"Naturek,Turek,Savencia",Poland,https://images.openfoodfacts.org/images/products/590/139/011/2104/front_pl.8.400.jpg,https://images.openfoodfacts.org/images/products/590/139/011/2104/front_pl.8.200.jpg,356.0,31.0,1.3,0.01,18.0,1.7,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind,en:camemberts"
1421600,http://world-en.openfoodfacts.org/product/5901390155101/ser-ple%C5%9Bniowy-camembert-z-zielonym-pieprzem-turek,Ser pleśniowy camembert z zielonym pieprzem,"Turek,Na Turek,Savencia",Poland,https://images.openfoodfacts.org/images/products/590/139/015/5101/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/590/139/015/5101/front_en.4.200.jpg,356.0,31.0,1.3,0.5,18.0,1.7,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind,en:camemberts"
1421603,http://world-en.openfoodfacts.org/product/5901398069653/pierogi-ze-szpinakiem-i-serem-swojska-chata,Pierogi ze szpinakiem i serem,Swojska Chata,Polska,https://images.openfoodfacts.org/images/products/590/139/806/9653/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/139/806/9653/front_pl.4.200.jpg,155.0,3.4,25.0,2.4,5.2,0.95,pl:pierogi
1421604,http://world-en.openfoodfacts.org/product/5901398069738/pierogi-z-twarogiem-i-jagodami-u-j%C4%99drusia,Pierogi z twarogiem i jagodami,U Jędrusia,Polska,https://images.openfoodfacts.org/images/products/590/139/806/9738/front_en.13.400.jpg,https://images.openfoodfacts.org/images/products/590/139/806/9738/front_en.13.200.jpg,170.0,1.5,31.0,7.9,7.7,0.35,pl:pierogi
1421605,http://world-en.openfoodfacts.org/product/5901398069936/pierogi-z-kapust%C4%85-i-grzybami-swojska-chata,Pierogi z kapustą i grzybami.,"Swojska Chata,U Jędrusi",Polska,https://images.openfoodfacts.org/images/products/590/139/806/9936/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/139/806/9936/front_pl.4.200.jpg,146.0,3.8,23.0,1.8,3.9,1.2,pl:pierogi
1421612,http://world-en.openfoodfacts.org/product/5901398071496/pierogi-serowo-jagodowe-swojska-chata,Pierogi serowo-jagodowe,Swojska Chata,Polska,https://images.openfoodfacts.org/images/products/590/139/807/1496/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/139/807/1496/front_pl.4.200.jpg,170.0,1.6,30.0,8.0,7.4,0.35,pl:pierogi
1421613,http://world-en.openfoodfacts.org/product/5901398071533/pierogi-z-serem-swojska-chata,Pierogi z serem,"Swojska Chata,U Jędrusia",Polska,https://images.openfoodfacts.org/images/products/590/139/807/1533/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/139/807/1533/front_pl.4.200.jpg,164.0,2.1,24.0,4.9,10.0,0.32,pl:pierogi
1421614,http://world-en.openfoodfacts.org/product/5901398071557/krokiety-z-mi%C4%99sem-swojska-chata,Krokiety z mięsem,"Swojska Chata,U Jędrusia",Polska,https://images.openfoodfacts.org/images/products/590/139/807/1557/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/139/807/1557/front_pl.4.200.jpg,257.0,13.0,23.0,3.1,9.6,1.5,pl:krokiety
1421619,http://world-en.openfoodfacts.org/product/5901398075289/nale%C5%9Bniki-z-serem-twarogowym-u-j%C4%99drusia,Naleśniki z serem twarogowym,U Jędrusia,Polska,https://images.openfoodfacts.org/images/products/590/139/807/5289/front_en.17.400.jpg,https://images.openfoodfacts.org/images/products/590/139/807/5289/front_en.17.200.jpg,168.0,3.5,26.0,12.0,7.8,0.28,"en:crepes-and-galettes,en:crepes"
1421620,http://world-en.openfoodfacts.org/product/5901398075357/krokiety-z-pieczarkami-i-serem-mozzarella-u-j%C4%99drusia,Krokiety z pieczarkami i serem mozzarella.,U Jędrusia,Polska,https://images.openfoodfacts.org/images/products/590/139/807/5357/front_en.13.400.jpg,https://images.openfoodfacts.org/images/products/590/139/807/5357/front_en.13.200.jpg,198.0,9.0,21.0,3.2,7.0,1.6,pl:krokiety
1421626,http://world-en.openfoodfacts.org/product/5901398080047/krokiety-z-kapust%C4%85-i-grzybami-swojska-chata,Krokiety z kapustą i grzybami,"Swojska Chata,U Jędrusia",Polska,https://images.openfoodfacts.org/images/products/590/139/808/0047/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/139/808/0047/front_pl.4.200.jpg,187.0,7.5,24.0,2.1,4.4,1.5,pl:krokiety
1421629,http://world-en.openfoodfacts.org/product/5901398410080/pierogi-ruskie-u-j%C4%99drusia,Pierogi ruskie,U Jędrusia,Polska,https://images.openfoodfacts.org/images/products/590/139/841/0080/front_en.13.400.jpg,https://images.openfoodfacts.org/images/products/590/139/841/0080/front_en.13.200.jpg,163.0,3.2,26.0,1.2,6.0,1.3,pl:pierogi
1421630,http://world-en.openfoodfacts.org/product/5901398510100/pierogi-z-kapust%C4%85-i-grzybami-u-j%C4%99drusia,Pierogi z kapustą i grzybami.,U Jędrusia,Polska,https://images.openfoodfacts.org/images/products/590/139/851/0100/front_en.13.400.jpg,https://images.openfoodfacts.org/images/products/590/139/851/0100/front_en.13.200.jpg,153.0,4.0,24.0,1.1,4.2,1.4,pl:pierogi
1421632,http://world-en.openfoodfacts.org/product/5901398910092/pierogi-z-mi%C4%99sem-u-j%C4%99drusia,Pierogi z mięsem,U Jędrusia,Polska,https://images.openfoodfacts.org/images/products/590/139/891/0092/front_en.13.400.jpg,https://images.openfoodfacts.org/images/products/590/139/891/0092/front_en.13.200.jpg,200.0,5.5,28.0,1.8,8.6,1.2,pl:pierogi
1421634,http://world-en.openfoodfacts.org/product/5901414200039/herbatniki-krakuski,Herbatniki,Krakuski,Polska,https://images.openfoodfacts.org/images/products/590/141/420/0039/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/141/420/0039/front_pl.4.200.jpg,440.0,13.0,71.0,19.0,8.9,1.1,pl:herbatniki
1421638,http://world-en.openfoodfacts.org/product/5901414203139/krakuski-bahlsen,Krakuski,Bahlsen,Polska,https://images.openfoodfacts.org/images/products/590/141/420/3139/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/590/141/420/3139/front_en.3.200.jpg,439.0,17.0,66.0,43.0,4.9,0.06,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits"
1421640,http://world-en.openfoodfacts.org/product/5901414203467/herbatniki-markizy-z-kremem-o-smaku-czekoladowym-41-bahlsen,Herbatniki-markizy z kremem o smaku czekoladowym (41%),Bahlsen,Polska,https://images.openfoodfacts.org/images/products/590/141/420/3467/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/141/420/3467/front_pl.4.200.jpg,496.0,23.0,64.0,30.0,6.9,0.59,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits"
1421643,http://world-en.openfoodfacts.org/product/5901414203610/herbatniki-w-masie-czekoladopodobnej-49-maltanki,Herbatniki w masie czekoladopodobnej (49%),"Maltanki,Krakuski",Polska,https://images.openfoodfacts.org/images/products/590/141/420/3610/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/141/420/3610/front_pl.4.200.jpg,500.0,24.0,62.0,33.0,7.2,0.56,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies,pl:herbatniki"
1421651,http://world-en.openfoodfacts.org/product/5901414204051/herbatniki-pe%C5%82noziarniste-krakuski,Herbatniki pełnoziarniste,Krakuski,Polska,https://images.openfoodfacts.org/images/products/590/141/420/4051/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/141/420/4051/front_pl.4.200.jpg,437.0,12.0,70.0,18.0,9.3,0.91,pl:herbatniki
1421656,http://world-en.openfoodfacts.org/product/5901414204518/herbatniki-w-czekoladzie-mlecznej-23-krakuski,Herbatniki w czekoladzie mlecznej 23%.,"Krakuski,Bahlsen Polska",Polska,https://images.openfoodfacts.org/images/products/590/141/420/4518/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/141/420/4518/front_pl.4.200.jpg,505.0,25.0,62.0,27.0,7.9,1.1,pl:herbatniki
1421663,http://world-en.openfoodfacts.org/product/5901414204709/herbatniki-ma%C5%9Blane-leibniz,Herbatniki maślane,Leibniz,Polska,https://images.openfoodfacts.org/images/products/590/141/420/4709/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/141/420/4709/front_pl.4.200.jpg,441.0,12.0,74.0,21.0,8.4,1.5,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits"
1421667,http://world-en.openfoodfacts.org/product/5901414204891/herbatniki-z-kawa%C5%82kiami-orzechow-laskowych-12-krakuski,Herbatniki z kawałkiami orzechów laskowych (12%),"Krakuski,Bahlsen Polska",Polska,https://images.openfoodfacts.org/images/products/590/141/420/4891/front_pl.15.400.jpg,https://images.openfoodfacts.org/images/products/590/141/420/4891/front_pl.15.200.jpg,530.0,31.0,54.0,21.0,7.5,0.58,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits"
1421670,http://world-en.openfoodfacts.org/product/5901425841832/sok-marchew-banan-vital-fresh,Sok Marchew Banan,Vital FRESH,Polska,https://images.openfoodfacts.org/images/products/590/142/584/1832/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/142/584/1832/front_pl.4.200.jpg,39.0,0.0,8.2,8.1,0.7,0.09,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:vegetable-based-foods-and-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:vegetable-based-beverages,en:vegetable-juices,en:fruit-juices"
1421672,http://world-en.openfoodfacts.org/product/5901425841894/sok-marchew-vital-fresh,Sok marchew,Vital FRESH,Polska,https://images.openfoodfacts.org/images/products/590/142/584/1894/front_pl.6.400.jpg,https://images.openfoodfacts.org/images/products/590/142/584/1894/front_pl.6.200.jpg,32.0,0.0,6.4,6.4,0.6,0.11,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:vegetable-based-foods-and-beverages,en:juices-and-nectars,en:vegetable-based-beverages,en:vegetable-juices"
1421677,http://world-en.openfoodfacts.org/product/5901432000819/mleko-3-2-wart-milk,"Mleko 3,2%",Wart-Milk,Polska,https://images.openfoodfacts.org/images/products/590/143/200/0819/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/143/200/0819/front_pl.4.200.jpg,60.0,3.2,4.7,4.7,3.0,0.1,"en:dairies,en:milks"
1421688,http://world-en.openfoodfacts.org/product/5901473000724/bio-tofu-polsoja,Bio Tofu,Polsoja,Polska,https://images.openfoodfacts.org/images/products/590/147/300/0724/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/147/300/0724/front_pl.4.200.jpg,106.0,6.1,2.6,0.4,10.0,0.05,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:meat-analogues,en:tofu"
1421696,http://world-en.openfoodfacts.org/product/5901473160046/vege-kie%C5%82baski-bia%C5%82e-polsoja,Vege Kiełbaski Białe,Polsoja,Polska,https://images.openfoodfacts.org/images/products/590/147/316/0046/front_pl.9.400.jpg,https://images.openfoodfacts.org/images/products/590/147/316/0046/front_pl.9.200.jpg,166.0,7.66,7.39,1.26,17.27,1.81,pl:produkt-sojowy
1421706,http://world-en.openfoodfacts.org/product/5901483060107/kwiat-lipy-biofix,Kwiat lipy,BioFix,Polska,https://images.openfoodfacts.org/images/products/590/148/306/0107/front_pl.12.400.jpg,https://images.openfoodfacts.org/images/products/590/148/306/0107/front_pl.12.200.jpg,35.0,0.0,8.4,1.7,0.4,0.0,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:herbal-tea-blends"
1421709,http://world-en.openfoodfacts.org/product/5901483081003/herbata-z-suszu-owocowego-bifix,Herbata z suszu owocowego,Bifix,Polska,https://images.openfoodfacts.org/images/products/590/148/308/1003/front_pl.8.400.jpg,https://images.openfoodfacts.org/images/products/590/148/308/1003/front_pl.8.200.jpg,48.0,0.5,10.1,6.5,0.7,0.0,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:flavored-teas"
1421710,http://world-en.openfoodfacts.org/product/5901483081874/ostropest-plamisty-biofix,Ostropest plamisty,BioFix,Poland,https://images.openfoodfacts.org/images/products/590/148/308/1874/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/148/308/1874/front_pl.4.200.jpg,276.0,23.0,1.3,1.0,16.0,0.0,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas"
1421714,http://world-en.openfoodfacts.org/product/5901489124087/filety-z-makreli-w-sosie-pomidorowym-z-papryk%C4%85-king-oscar,Filety z makreli w sosie pomidorowym z papryką.,King Oscar,Poland,https://images.openfoodfacts.org/images/products/590/148/912/4087/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/148/912/4087/front_pl.4.200.jpg,227.0,17.0,6.1,4.8,12.0,1.2,pl:konserwa-rybna
1421715,http://world-en.openfoodfacts.org/product/5901489142067/filety-z-makreli-w-sosie-pomidorowym-king-oscar,Filety z makreli w sosie pomidorowym,King Oscar,Polska,https://images.openfoodfacts.org/images/products/590/148/914/2067/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/148/914/2067/front_pl.4.200.jpg,197.0,15.0,3.5,2.1,12.0,1.2,"en:seafood,en:fishes,pl:konserwy-rybne"
1421716,http://world-en.openfoodfacts.org/product/5901489215273/tu%C5%84czyk-w-kawa%C5%82kach-w-oleju-ro%C5%9Blinnym-kong-oskar,Tuńczyk w kawałkach w oleju roślinnym,Kong Oskar,Poland,https://images.openfoodfacts.org/images/products/590/148/921/5273/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/148/921/5273/front_pl.4.200.jpg,245.0,17.0,0.0,0.0,23.0,1.0,"en:seafood,en:fishes"
1421721,http://world-en.openfoodfacts.org/product/5901491200335/szarlotka-jab%C5%82ko-pra%C5%BCone-prospona,Szarlotka - jabłko prażone,Prospona,Polska,https://images.openfoodfacts.org/images/products/590/149/120/0335/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/149/120/0335/front_pl.4.200.jpg,73.0,0.0,15.0,13.0,0.0,0.0,pl:nadzienie-do-ciast
1421730,http://world-en.openfoodfacts.org/product/5901529005673/wafel-przek%C5%82adany-kremem-orzechowym-w-czekoladzie-mlecznej-colian,Wafel przekładany kremem orzechowym w czekoladzie mlecznej,"Colian,Netto",Polska,https://images.openfoodfacts.org/images/products/590/152/900/5673/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/152/900/5673/front_pl.4.200.jpg,545.0,32.0,57.0,40.0,6.1,0.41,"en:snacks,en:sweet-snacks"
